City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Aginskoye,RU,2022-02-07 00:15:53,51.1,114.53,3.65,94,21,7.61
292,Sabha,LY,2022-02-07 00:15:54,27.0377,14.4283,55.71,22,66,9.55
293,Prince Rupert,CA,2022-02-07 00:15:06,54.3161,-130.3201,48.29,66,100,17.27
294,Aranos,NA,2022-02-07 00:15:54,-24.1333,19.1167,76.3,49,80,10.22
295,Vilyuysk,RU,2022-02-07 00:15:54,63.7553,121.6247,-17.37,97,100,7.29
296,Henties Bay,NA,2022-02-07 00:15:55,-22.116,14.2845,69.85,81,92,5.93
297,Kitale,KE,2022-02-07 00:15:55,1.0157,35.0062,57.83,59,99,1.92
298,Bud,US,2022-02-07 00:11:33,39.447,-86.1758,32.02,80,63,5.08
299,Aktau,KZ,2022-02-07 00:15:55,43.65,51.2,39.78,68,96,11.07
300,Manicore,BR,2022-02-07 00:15:56,-5.8092,-61.3003,74.73,97,92,1.3
301,Soure,BR,2022-02-07 00:15:56,-0.7167,-48.5233,76.95,88,100,5.88
302,College,US,2022-02-07 00:13:34,64.8569,-147.8028,-1.71,77,100,3.44
303,Umea,SE,2022-02-07 00:15:56,63.8284,20.2597,28.33,93,100,4.61
304,Lishui,CN,2022-02-07 00:15:57,28.4604,119.9103,42.35,95,100,3.38
305,Urengoy,RU,2022-02-07 00:12:50,65.9667,78.3667,-26.9,100,86,4.16
306,Guasdualito,VE,2022-02-07 00:15:57,7.2424,-70.7324,86.0,51,28,2.3
307,Banfora,BF,2022-02-07 00:15:58,10.6333,-4.7667,76.98,14,0,4.68
308,Bowmore,US,2022-02-07 00:15:58,34.9421,-79.3031,44.69,50,100,1.99
309,Hobyo,SO,2022-02-07 00:15:59,5.3505,48.5268,76.1,70,78,18.21
310,Estefania,PH,2022-02-07 00:15:59,17.7976,121.7253,70.47,94,100,1.41
311,Belmonte,BR,2022-02-07 00:15:59,-15.8631,-38.8828,79.3,85,22,6.62
312,Mongoumba,CF,2022-02-07 00:15:59,3.6415,18.5936,72.95,36,43,1.63
313,Namibe,AO,2022-02-07 00:16:00,-15.1961,12.1522,73.67,68,97,10.38
314,Moroceli,HN,2022-02-07 00:16:00,14.1167,-86.8667,72.43,82,98,4.23
315,Nouadhibou,MR,2022-02-07 00:16:00,20.931,-17.0347,64.38,94,30,11.5
316,Seguela,CI,2022-02-07 00:16:01,7.9611,-6.6731,75.85,26,3,2.44
317,Kailua,US,2022-02-07 00:16:01,21.4022,-157.7394,84.18,73,21,5.99
318,Krasnyy Chikoy,RU,2022-02-07 00:17:02,50.3643,108.7512,-5.57,99,95,2.3
319,Lokosovo,RU,2022-02-07 00:17:02,61.1333,74.8167,-4.09,99,40,7.07
320,Amapa,BR,2022-02-07 00:17:02,1.0,-52.0,71.64,100,100,2.06
321,Karratha,AU,2022-02-07 00:17:03,-20.7377,116.8463,86.29,67,28,7.09
322,Parkes,AU,2022-02-07 00:17:03,-33.1333,148.1833,76.35,42,0,1.01
323,Maldonado,UY,2022-02-07 00:13:26,-34.6667,-54.9167,65.23,87,82,19.69
324,Santa Cruz,BO,2022-02-07 00:14:08,-17.8,-63.1667,76.17,55,100,6.71
325,Ginda,IN,2022-02-07 00:17:04,30.6945,78.4932,29.37,58,61,5.48
326,Shitkino,RU,2022-02-07 00:17:04,56.3703,98.3543,5.76,97,100,2.91
327,Ornskoldsvik,SE,2022-02-07 00:16:30,63.2909,18.7153,25.75,100,100,3.44
328,Port Macquarie,AU,2022-02-07 00:17:05,-31.4333,152.9167,69.89,71,86,15.99
329,Bambanglipuro,ID,2022-02-07 00:17:05,-7.95,110.2833,77.4,87,100,4.41
330,Santa Marta,CO,2022-02-07 00:17:06,11.2408,-74.199,79.34,84,4,17.56
331,Qasigiannguit,GL,2022-02-07 00:17:06,68.8193,-51.1922,1.65,98,100,5.12
332,Alvaraes,BR,2022-02-07 00:17:07,-3.2208,-64.8042,80.47,97,80,2.01
333,Cabra,ES,2022-02-07 00:17:07,37.4725,-4.4421,51.91,83,4,2.93
334,Sao Jose Da Coroa Grande,BR,2022-02-07 00:12:07,-8.8978,-35.1478,79.5,74,46,11.39
335,Pangoa,PE,2022-02-07 00:17:07,-12.1167,-73.0,70.65,91,100,1.39
336,Nishihara,JP,2022-02-07 00:17:08,26.1842,127.7558,60.08,63,75,4.61
337,Ossora,RU,2022-02-07 00:17:08,59.2353,163.0719,10.11,80,100,10.78
338,Necochea,AR,2022-02-07 00:17:08,-38.5473,-58.7368,61.03,74,75,14.63
339,Kurumkan,RU,2022-02-07 00:17:09,54.3,110.3,-4.92,95,56,4.25
340,Mto Wa Mbu,TZ,2022-02-07 00:17:09,-3.35,35.85,69.01,81,100,0.27
341,Ayni,TJ,2022-02-07 00:17:09,39.3941,68.5377,21.15,88,84,6.53
342,Jinchang,CN,2022-02-07 00:17:10,38.4953,102.1739,7.72,92,74,3.36
343,Kampot,KH,2022-02-07 00:17:10,10.6167,104.1833,75.25,70,93,4.88
344,Souillac,MU,2022-02-07 00:15:25,-20.5167,57.5167,79.18,83,40,8.05
345,Teya,RU,2022-02-07 00:17:11,60.3778,92.6267,6.62,99,100,2.77
346,Tanabi,BR,2022-02-07 00:17:11,-20.6264,-49.6492,73.62,92,89,3.42
347,Kaduy,RU,2022-02-07 00:17:11,59.2,37.15,14.23,96,96,8.32
348,Finnsnes,NO,2022-02-07 00:17:12,69.2296,17.9811,28.36,90,100,4.56
349,Staryy Nadym,RU,2022-02-07 00:17:12,65.6118,72.6842,-17.52,100,86,7.54
350,San Juan,AR,2022-02-07 00:13:32,-31.5375,-68.5364,78.39,32,0,10.85
351,Riyadh,SA,2022-02-07 00:15:14,24.6877,46.7219,48.34,42,0,6.08
352,Eyl,SO,2022-02-07 00:17:12,7.9803,49.8164,73.38,75,98,14.25
353,Itoman,JP,2022-02-07 00:17:13,26.1247,127.6694,60.82,63,75,4.61
354,Lavrentiya,RU,2022-02-07 00:16:25,65.5833,-171.0,-10.93,93,15,5.55
355,Evensk,RU,2022-02-07 00:17:13,61.95,159.2333,1.99,71,0,7.76
356,Cayenne,GF,2022-02-07 00:17:14,4.9333,-52.3333,80.1,86,100,5.99
357,Mollendo,PE,2022-02-07 00:17:14,-17.0231,-72.0147,70.86,80,95,4.5
358,Ewa Beach,US,2022-02-07 00:17:14,21.3156,-158.0072,84.15,52,20,15.01
359,Gashua,NG,2022-02-07 00:17:14,12.871,11.0482,63.28,16,0,9.95
360,Kavieng,PG,2022-02-07 00:17:15,-2.5744,150.7967,83.43,71,45,2.51
361,Alofi,NU,2022-02-07 00:15:16,-19.0595,-169.9187,80.49,89,100,4.61
362,Las Vegas,US,2022-02-07 00:14:34,36.175,-115.1372,66.88,15,0,5.75
363,Sao Miguel Do Araguaia,BR,2022-02-07 00:17:15,-13.275,-50.1628,73.89,89,94,4.79
364,Locri,IT,2022-02-07 00:17:16,38.2414,16.2623,57.56,88,64,7.65
365,Morondava,MG,2022-02-07 00:18:16,-20.2833,44.2833,81.0,82,100,23.26
366,Male,MV,2022-02-07 00:18:11,4.1748,73.5089,80.83,65,54,7.05
367,Mossendjo,CG,2022-02-07 00:18:17,-2.9506,12.7261,69.24,99,42,1.41
368,Laguna,US,2022-02-07 00:18:17,38.421,-121.4238,69.87,44,0,1.99
369,Ilulissat,GL,2022-02-07 00:15:20,69.2167,-51.1,1.42,71,20,10.36
370,Ust-Tsilma,RU,2022-02-07 00:18:17,65.441,52.1498,16.48,90,100,10.13
371,Butte,US,2022-02-07 00:18:18,39.6499,-121.5677,71.82,45,0,6.91
372,Tuatapere,NZ,2022-02-07 00:18:18,-46.1333,167.6833,60.82,47,1,6.15
373,Bathsheba,BB,2022-02-07 00:18:19,13.2167,-59.5167,79.41,78,75,17.27
374,Zharkent,KZ,2022-02-07 00:18:19,44.1628,80.0,25.23,53,98,2.42
375,Portland,US,2022-02-07 00:16:31,45.5234,-122.6762,61.77,65,20,1.99
376,Hamilton,US,2022-02-07 00:15:06,39.1834,-84.5333,33.19,77,0,1.01
377,San Pedro,PH,2022-02-07 00:18:19,14.35,121.0167,78.03,85,75,4.61
378,Tatawin,TN,2022-02-07 00:18:20,32.9297,10.4518,54.48,98,68,4.9
379,Tahoua,NE,2022-02-07 00:18:20,14.8888,5.2692,65.48,11,0,12.71
380,Ust-Ishim,RU,2022-02-07 00:13:35,57.6935,71.1665,0.1,96,98,4.9
381,Nove Mesto Na Morave,CZ,2022-02-07 00:18:21,49.5614,16.0742,40.78,82,100,8.99
382,Korla,CN,2022-02-07 00:18:21,41.7597,86.1469,22.01,50,7,3.33
383,Sweetwater,US,2022-02-07 00:18:21,25.7634,-80.3731,75.22,81,20,8.05
384,Sur,OM,2022-02-07 00:18:22,22.5667,59.5289,70.0,64,1,10.67
385,Thenzawl,IN,2022-02-07 00:18:22,23.3167,92.75,40.51,90,14,2.98
386,Havre-Saint-Pierre,CA,2022-02-07 00:16:59,50.2334,-63.5986,6.8,60,75,12.66
387,Tymovskoye,RU,2022-02-07 00:18:22,50.8456,142.655,6.33,91,100,3.06
388,Halifax,CA,2022-02-07 00:15:25,44.6453,-63.5724,14.0,85,5,3.44
389,Gigmoto,PH,2022-02-07 00:18:23,13.7796,124.39,77.86,85,90,14.16
390,Entre Rios,BR,2022-02-07 00:18:23,-11.9419,-38.0844,73.04,92,81,2.95
391,Havelock,US,2022-02-07 00:16:46,34.8791,-76.9013,46.02,81,65,5.01
392,Padang,ID,2022-02-07 00:17:45,-0.9492,100.3543,71.65,81,100,2.04
393,Makakilo City,US,2022-02-07 00:18:24,21.3469,-158.0858,82.72,53,20,6.91
394,Shambu,ET,2022-02-07 00:18:24,9.5667,37.1,52.79,51,73,1.9
395,Skibbereen,IE,2022-02-07 00:18:25,51.55,-9.2667,50.11,94,82,8.3
396,Iskateley,RU,2022-02-07 00:18:25,67.6803,53.1512,15.1,87,100,16.37
397,Lorengau,PG,2022-02-07 00:18:25,-2.0226,147.2712,82.96,79,100,8.5
398,Hutchinson,US,2022-02-07 00:16:24,38.0608,-97.9298,45.63,47,0,1.99
399,Tessalit,ML,2022-02-07 00:18:26,20.1986,1.0114,62.55,14,0,5.77
400,Mnogovershinnyy,RU,2022-02-07 00:18:26,53.9353,139.9242,1.02,80,100,5.21
401,Lagunas,PE,2022-02-07 00:18:26,-5.2269,-75.6753,76.98,78,100,1.97
402,Moissala,TD,2022-02-07 00:18:27,8.3404,17.7663,72.5,19,52,5.39
403,Kamenka,RU,2022-02-07 00:18:27,51.3223,42.7678,19.42,99,95,6.78
404,Daliang,CN,2022-02-07 00:18:27,22.8504,113.247,62.51,79,100,7.45
405,Grindavik,IS,2022-02-07 00:18:28,63.8424,-22.4338,32.47,64,100,28.77
406,Ondjiva,AO,2022-02-07 00:17:16,-17.0667,15.7333,66.0,89,100,4.12
407,Maridi,SS,2022-02-07 00:15:03,4.9158,29.4742,68.14,24,35,4.21
408,Kushiro,JP,2022-02-07 00:18:28,42.975,144.3747,27.55,54,75,5.75
409,Muros,ES,2022-02-07 00:13:54,42.7762,-9.0603,48.7,89,36,8.52
410,South Lake Tahoe,US,2022-02-07 00:19:29,38.9332,-119.9844,51.06,36,0,0.0
411,Takoradi,GH,2022-02-07 00:18:14,4.8845,-1.7554,79.45,85,91,8.34
412,Marstal,DK,2022-02-07 00:19:29,54.8562,10.5173,35.51,78,97,21.45
413,Lucea,JM,2022-02-07 00:19:29,18.451,-78.1736,78.66,71,9,7.94
414,Dunmore Town,BS,2022-02-07 00:19:30,25.5,-76.65,74.44,67,13,13.89
415,Rivera,UY,2022-02-07 00:19:30,-30.9053,-55.5508,63.45,44,2,7.18
416,Isla Vista,US,2022-02-07 00:19:30,34.4133,-119.861,78.28,33,0,4.61
417,Platteville,US,2022-02-07 00:19:31,42.7342,-90.4785,34.36,93,100,19.57
418,Ringas,IN,2022-02-07 00:19:31,27.35,75.5667,54.39,51,2,4.65
419,Gueret,FR,2022-02-07 00:16:52,46.1667,1.8667,45.23,95,100,12.44
420,Almas,RO,2022-02-07 00:19:31,46.2833,22.2333,34.36,80,96,5.28
421,Dangriga,BZ,2022-02-07 00:15:01,16.9692,-88.2321,76.96,80,50,7.07
422,Aklavik,CA,2022-02-07 00:17:02,68.2191,-135.0107,-22.97,91,100,19.15
423,Porto Walter,BR,2022-02-07 00:19:32,-8.2686,-72.7439,74.52,95,100,2.91
424,Montepuez,MZ,2022-02-07 00:19:32,-13.1256,38.9997,68.92,96,98,4.12
425,Itamaraca,BR,2022-02-07 00:19:33,-7.7478,-34.8256,82.45,71,18,10.85
426,Saint-Francois,FR,2022-02-07 00:19:33,46.4154,3.9054,48.42,87,100,17.27
427,Benemerito De Las Americas,MX,2022-02-07 00:19:33,16.5167,-90.6439,67.19,95,87,0.83
428,Zavitinsk,RU,2022-02-07 00:19:34,50.1167,129.45,-13.72,100,100,0.56
429,Kalmunai,LK,2022-02-07 00:15:29,7.4167,81.8167,74.57,83,94,8.05
430,Kyra,RU,2022-02-07 00:19:34,49.5776,111.9753,0.55,94,64,3.47
431,Geraldton,AU,2022-02-07 00:15:19,-28.7667,114.6,72.01,49,75,13.8
432,Xai-Xai,MZ,2022-02-07 00:19:35,-25.0519,33.6442,75.61,82,28,12.84
433,Charagua,BO,2022-02-07 00:19:35,-19.8,-63.2167,69.44,61,84,4.72
434,Sola,VU,2022-02-07 00:18:51,-13.8833,167.55,82.94,80,100,19.8
435,Yelniki,RU,2022-02-07 00:19:35,54.6207,43.876,11.19,97,99,5.39
436,Castlewood,US,2022-02-07 00:19:36,39.5847,-104.9011,36.97,44,20,3.0
437,Banjar,ID,2022-02-07 00:19:36,-8.19,114.9675,82.26,83,94,3.11
438,Natchitoches,US,2022-02-07 00:19:36,31.7668,-93.1335,51.78,43,100,3.44
439,Vila Franca Do Campo,PT,2022-02-07 00:19:37,37.7167,-25.4333,60.19,85,78,12.53
440,Rio Grande,BR,2022-02-07 00:19:37,-32.035,-52.0986,64.94,55,51,12.97
441,Beroroha,MG,2022-02-07 00:19:38,-21.6667,45.1667,75.4,83,100,13.56
442,Luau,AO,2022-02-07 00:19:38,-10.7073,22.2247,62.76,93,98,1.61
443,Abu Dhabi,AE,2022-02-07 00:17:50,24.4667,54.3667,64.96,64,20,1.99
444,Jacmel,HT,2022-02-07 00:19:38,18.2342,-72.5347,73.24,73,34,3.04
445,Cururupu,BR,2022-02-07 00:19:39,-1.8283,-44.8683,75.2,95,79,2.95
446,Ugoofaaru,MV,2022-02-07 00:19:39,5.6667,73.0,80.1,72,66,6.6
447,Beyneu,KZ,2022-02-07 00:19:39,45.3167,55.2,29.19,80,45,7.72
448,Orel-Izumrud,RU,2022-02-07 00:19:40,43.4583,39.9244,33.82,93,40,4.0
449,Vao,NC,2022-02-07 00:19:20,-22.6667,167.4833,80.71,82,70,4.76
450,Wyndham,US,2022-02-07 00:19:40,37.6985,-77.6125,37.06,54,0,5.01
451,Nanakuli,US,2022-02-07 00:19:41,21.3906,-158.1547,84.15,51,20,6.91
452,Minna,NG,2022-02-07 00:19:41,9.6139,6.5569,78.75,17,1,8.95
453,La Union,PE,2022-02-07 00:19:41,-5.4,-80.75,78.08,56,54,18.16
454,Kirakira,SB,2022-02-07 00:20:42,-10.4544,161.9205,84.69,77,98,11.14
455,Mirebalais,HT,2022-02-07 00:20:42,18.8333,-72.1053,72.32,76,91,2.84
456,Victoria,HK,2022-02-07 00:20:02,22.2855,114.1577,62.96,90,100,1.01
457,Aras,ES,2022-02-07 00:20:43,42.5617,-2.356,38.05,81,0,9.22
458,Thai Binh,VN,2022-02-07 00:20:43,20.45,106.3333,60.8,86,100,2.64
459,Bac Lieu,VN,2022-02-07 00:20:43,9.285,105.7244,77.56,78,95,10.54
460,Meulaboh,ID,2022-02-07 00:20:44,4.1363,96.1285,74.34,92,100,5.01
461,Juneau,US,2022-02-07 00:20:44,58.3019,-134.4197,40.84,99,100,5.99
462,Bobo Dioulasso,BF,2022-02-07 00:20:44,11.1771,-4.2979,79.25,22,0,8.05
463,Gazanjyk,TM,2022-02-07 00:20:45,39.2446,55.5154,37.56,77,64,3.91
464,Arrecife,ES,2022-02-07 00:20:45,28.963,-13.5477,64.47,82,0,17.27
465,Jumla,NP,2022-02-07 00:20:45,29.2747,82.1838,34.2,54,95,4.9
466,Ballina,AU,2022-02-07 00:20:46,-28.8667,153.5667,70.95,80,87,15.84
467,Aykino,RU,2022-02-07 00:20:46,62.2248,49.9922,16.52,96,100,5.55
468,Saint-Augustin,CA,2022-02-07 00:17:18,51.226,-58.6502,-22.72,91,3,5.53
469,Talnakh,RU,2022-02-07 00:20:46,69.4865,88.3972,-28.28,99,56,1.21
470,Rayong,TH,2022-02-07 00:20:47,12.8333,101.4333,76.98,99,93,1.72
471,Gasa,PS,2022-02-07 00:19:22,31.5,34.4667,52.18,74,50,8.08
472,Marsala,IT,2022-02-07 00:20:47,37.7966,12.4352,55.0,87,40,5.75
473,Dakar,SN,2022-02-07 00:20:48,14.6937,-17.4441,70.68,94,0,6.91
474,Cap Malheureux,MU,2022-02-07 00:20:48,-19.9842,57.6142,79.29,83,90,5.99
475,Praia Da Vitoria,PT,2022-02-07 00:20:48,38.7333,-27.0667,60.76,94,75,17.94
476,Chardara,KZ,2022-02-07 00:20:49,41.2547,67.9692,36.48,97,100,0.85
477,Dunmore East,IE,2022-02-07 00:20:49,52.1514,-6.9861,45.68,86,15,9.62
478,Kysyl-Syr,RU,2022-02-07 00:20:49,63.8986,122.7617,-24.72,98,99,6.93
479,Lapua,FI,2022-02-07 00:20:50,62.9693,23.0088,31.1,89,77,8.72
480,Olinda,BR,2022-02-07 00:18:11,-8.0089,-34.8553,82.13,69,40,4.61
481,Iqaluit,CA,2022-02-07 00:20:50,63.7506,-68.5145,-38.31,65,0,3.0
482,Leh,IN,2022-02-07 00:20:50,34.1667,77.5833,4.17,89,91,0.6
483,Crnomelj,SI,2022-02-07 00:20:51,45.5711,15.1889,52.63,76,100,14.07
484,Hailar,CN,2022-02-07 00:20:51,49.2,119.7,-0.92,98,100,6.29
485,Faya,SA,2022-02-07 00:20:51,18.3851,42.4509,48.72,73,4,1.79
486,Caledon,ZA,2022-02-07 00:20:52,-34.23,19.4265,62.17,91,27,2.44
487,Arshan,RU,2022-02-07 00:20:52,46.2732,44.22,28.78,92,100,15.66
488,Esperance,AU,2022-02-07 00:17:51,-33.8667,121.9,64.36,56,42,25.39
489,Lianzhou,CN,2022-02-07 00:20:52,24.7811,112.3825,51.24,98,100,2.48
490,Port-Cartier,CA,2022-02-07 00:20:53,50.0334,-66.8654,2.75,91,100,2.86
491,Tiarei,PF,2022-02-07 00:20:14,-17.5333,-149.3333,86.02,75,37,21.27
492,Matay,EG,2022-02-07 00:20:53,28.419,30.7792,52.12,53,0,6.02
493,Axim,GH,2022-02-07 00:20:53,4.8699,-2.2405,78.39,87,85,6.73
494,Port Hueneme,US,2022-02-07 00:20:54,34.1478,-119.1951,81.52,30,20,12.66
495,Maniitsoq,GL,2022-02-07 00:20:54,65.4167,-52.9,4.75,77,100,18.7
496,Talcahuano,CL,2022-02-07 00:20:54,-36.7167,-73.1167,61.05,82,0,8.08
497,Nizwa,OM,2022-02-07 00:20:55,22.9333,57.5333,62.67,57,0,2.42
498,Billings,US,2022-02-07 00:17:05,45.7833,-108.5007,46.17,33,75,8.05
499,Bakau,GM,2022-02-07 00:20:55,13.4781,-16.6819,71.74,78,0,3.44
500,Flinders,AU,2022-02-07 00:20:55,-34.5833,150.8552,72.18,70,68,11.99
501,Shenjiamen,CN,2022-02-07 00:20:56,29.9576,122.298,44.8,79,100,17.54
502,Usinsk,RU,2022-02-07 00:21:56,65.9939,57.5281,1.31,89,64,7.7
503,Gao,ML,2022-02-07 00:21:57,16.6362,1.637,64.6,12,0,11.79
504,Karasburg,NA,2022-02-07 00:18:02,-28.0167,18.75,76.28,44,78,4.41
505,Pandan,PH,2022-02-07 00:21:57,14.0453,124.1694,77.65,85,90,16.62
506,Zhangye,CN,2022-02-07 00:21:57,38.9342,100.4517,11.35,80,31,1.59
507,Pyaozerskiy,RU,2022-02-07 00:18:37,65.8333,31.1667,16.54,95,100,9.66
508,Formosa,AR,2022-02-07 00:18:35,-26.1775,-58.1781,74.17,39,0,4.43
509,Kilindoni,TZ,2022-02-07 00:21:58,-7.9139,39.6668,81.12,82,100,11.01
510,Falmouth,GB,2022-02-07 00:21:07,50.1544,-5.0711,49.1,81,75,6.91
511,Svetlyy,RU,2022-02-07 00:21:58,54.675,20.1347,35.65,97,100,21.94
512,Tashtyp,RU,2022-02-07 00:21:59,52.7939,89.8983,-2.51,95,85,3.0
513,San Policarpo,PH,2022-02-07 00:21:59,12.1791,125.5072,81.72,73,62,15.28
514,Stornoway,GB,2022-02-07 00:21:59,58.2093,-6.3865,38.03,81,75,3.0
515,Bunschoten,NL,2022-02-07 00:22:00,52.2333,5.3667,42.19,77,85,19.33
516,Disna,BY,2022-02-07 00:22:00,55.568,28.1971,33.31,98,100,13.31
517,Panama City,PA,2022-02-07 00:18:46,8.9936,-79.5197,83.05,62,0,9.22
518,Volot,RU,2022-02-07 00:22:00,57.9278,30.7025,32.04,95,100,11.05
519,Tambovka,RU,2022-02-07 00:22:01,50.0969,128.0489,-3.89,100,100,2.01
520,Powassan,CA,2022-02-07 00:22:01,46.0334,-79.3496,25.2,80,100,10.36
521,Tubuala,PA,2022-02-07 00:22:01,9.5167,-79.0333,82.51,74,6,10.31
522,Kavaratti,IN,2022-02-07 00:22:02,10.5669,72.642,77.74,68,16,9.84
523,Hofn,IS,2022-02-07 00:22:02,64.2539,-15.2082,28.36,64,68,8.3
524,Antofagasta,CL,2022-02-07 00:22:02,-23.65,-70.4,66.61,79,5,3.09
525,Groton,US,2022-02-07 00:22:03,41.3501,-72.0784,26.69,77,75,1.01
526,Genhe,CN,2022-02-07 00:22:03,50.7833,121.5167,-9.72,98,78,2.46
527,Vestmannaeyjar,IS,2022-02-07 00:18:45,63.4427,-20.2734,35.47,67,100,36.46
528,Yarega,RU,2022-02-07 00:22:03,63.4354,53.5765,15.66,90,100,8.66
529,Waipawa,NZ,2022-02-07 00:22:04,-41.4122,175.5153,60.93,78,100,11.79
530,Meshcherino,RU,2022-02-07 00:22:04,55.1957,38.36,27.09,94,88,6.96
531,Kampene,CD,2022-02-07 00:22:04,-3.6,26.6667,67.78,98,100,1.88
532,Khon Buri,TH,2022-02-07 00:22:05,14.5254,102.2459,78.62,69,56,2.13
533,Harper,LR,2022-02-07 00:22:05,4.375,-7.7169,79.14,83,88,7.96
534,Bafq,IR,2022-02-07 00:22:05,31.6128,55.4107,44.06,34,0,0.16
535,Digby,CA,2022-02-07 00:19:04,44.6169,-65.7655,17.11,80,9,4.27
536,Seoul,KR,2022-02-07 00:20:00,37.5683,126.9778,26.04,74,0,3.44
537,Yakovlevka,RU,2022-02-07 00:22:06,44.425,133.4772,5.25,92,100,1.97
538,Shiyan,CN,2022-02-07 00:22:06,32.6475,110.7781,29.39,92,100,2.06
539,Vredendal,ZA,2022-02-07 00:22:06,-31.6683,18.5012,69.22,53,0,3.71
540,Wad Madani,SD,2022-02-07 00:22:07,14.4012,33.5199,64.24,26,30,12.93
541,Lazaro Cardenas,MX,2022-02-07 00:22:07,17.9583,-102.2,81.55,55,12,9.86
542,Hildburghausen,DE,2022-02-07 00:22:07,50.4255,10.7318,38.28,86,100,16.37
543,Srandakan,ID,2022-02-07 00:22:08,-7.9386,110.2506,77.58,86,100,4.27
544,Las Tunas,CU,2022-02-07 00:22:08,20.9617,-76.9511,75.33,62,3,12.8
545,Poplar Bluff,US,2022-02-07 00:22:09,36.757,-90.3929,33.62,92,56,3.94
546,Worland,US,2022-02-07 00:22:09,44.0169,-107.9554,38.88,51,0,6.91
547,Dwarka,IN,2022-02-07 00:22:09,22.2394,68.9678,67.33,64,4,7.49
548,Rawson,AR,2022-02-07 00:22:10,-43.3002,-65.1023,67.46,42,3,16.33
549,Ailigandi,PA,2022-02-07 00:23:10,9.2333,-78.0167,78.66,77,7,11.56
550,Hambantota,LK,2022-02-07 00:23:10,6.1241,81.1185,74.25,74,94,7.61
551,Helmsdale,GB,2022-02-07 00:23:11,58.1168,-3.6517,39.18,75,24,11.39
552,Pangnirtung,CA,2022-02-07 00:23:11,66.1451,-65.7125,-35.27,98,100,2.64
553,Aksarka,RU,2022-02-07 00:21:20,66.5606,67.7975,-13.9,100,94,6.93
554,Baykit,RU,2022-02-07 00:23:12,61.67,96.37,-8.64,99,95,2.75
555,Methoni,GR,2022-02-07 00:23:12,36.8197,21.7049,56.21,77,78,4.45
556,Carbonia,IT,2022-02-07 00:23:12,39.1672,8.5222,46.0,77,7,16.69
557,Launceston,AU,2022-02-07 00:23:13,-41.45,147.1667,71.15,49,3,3.0
558,Huntsville,US,2022-02-07 00:19:00,34.7304,-86.5861,45.73,60,0,1.01
559,Martapura,ID,2022-02-07 00:23:13,-3.4167,114.85,75.29,100,40,2.3
560,Morehead,US,2022-02-07 00:23:13,37.2711,-87.1764,36.0,79,0,0.0
561,Mpongwe,ZM,2022-02-07 00:23:14,-13.5091,28.155,63.48,99,100,1.34
562,Valparaiso,CL,2022-02-07 00:23:14,-33.0393,-71.6273,66.47,76,2,2.82
563,Myitkyina,MM,2022-02-07 00:23:14,25.3833,97.4,48.72,90,1,2.86
564,Odweyne,SO,2022-02-07 00:23:15,9.4092,45.064,63.52,74,100,8.61
565,Mutoko,ZW,2022-02-07 00:23:15,-17.397,32.2268,59.34,92,58,2.75
566,Kamenskiy,RU,2022-02-07 00:23:16,50.8855,45.488,14.47,98,97,4.63
567,Brae,GB,2022-02-07 00:23:16,60.3964,-1.353,39.11,52,73,35.23
568,Jiangkou,CN,2022-02-07 00:23:16,25.4872,119.1986,46.29,85,100,9.53
569,Vorontsovka,RU,2022-02-07 00:23:16,50.6132,40.3549,18.7,97,96,6.55
570,Caravelas,BR,2022-02-07 00:23:17,-17.7125,-39.2481,77.52,83,8,6.53
571,Lexington,US,2022-02-07 00:21:57,37.9887,-84.4777,39.2,61,0,4.61
572,Faanui,PF,2022-02-07 00:23:17,-16.4833,-151.75,81.66,74,94,20.27
573,Bull Savanna,JM,2022-02-07 00:23:18,17.8868,-77.5902,72.07,69,1,3.85
574,Anito,PH,2022-02-07 00:23:18,12.4497,125.2886,80.76,77,77,11.7
575,Santa Maria,BR,2022-02-07 00:23:18,-29.6842,-53.8069,67.3,68,0,2.3
576,Mizdah,LY,2022-02-07 00:23:19,31.4451,12.9801,53.04,31,100,5.37
577,Zhezkazgan,KZ,2022-02-07 00:19:13,47.8043,67.7144,24.78,93,100,22.37
578,Bar Harbor,US,2022-02-07 00:23:19,44.3876,-68.2039,24.98,68,100,0.0
579,Alushta,UA,2022-02-07 00:23:19,44.6667,34.4167,38.73,77,100,6.71
580,Moyale,KE,2022-02-07 00:23:20,3.5167,39.0584,72.27,29,71,10.09
581,Marrakesh,MA,2022-02-07 00:23:20,31.6315,-8.0083,62.67,55,0,5.75
582,Rosetta,EG,2022-02-07 00:23:21,31.4044,30.4164,55.2,70,0,6.51
583,Whitehorse,CA,2022-02-07 00:23:21,60.7161,-135.0538,36.37,74,75,17.0
584,Klaksvik,FO,2022-02-07 00:23:21,62.2266,-6.589,34.72,54,90,31.23
585,Kuryk,KZ,2022-02-07 00:23:22,43.2,51.65,39.45,77,98,9.04
586,Mildura,AU,2022-02-07 00:23:22,-34.2,142.15,82.08,36,27,11.5
587,Taga,RO,2022-02-07 00:23:22,46.95,24.05,30.52,95,82,2.8
588,Knokke-Heist,BE,2022-02-07 00:23:23,51.3333,3.3333,43.23,71,69,15.01
589,Bapatla,IN,2022-02-07 00:23:23,15.9,80.4667,69.55,86,100,5.26
